,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,n_pcs,rv,lid_mean,lid_median,lid_std,lid_kurtosis,lid_skew,lid_entropy,lid_hist0,lid_hist1,lid_hist2,lid_hist3,lid_hist4,lid_hist5,lid_hist6,lid_hist7,lid_hist8,lid_hist9,rc_mean,rc_median,rc_std,rc_kurtosis,rc_skew,rc_entropy,rc_hist0,rc_hist1,rc_hist2,rc_hist3,rc_hist4,rc_hist5,rc_hist6,rc_hist7,rc_hist8,rc_hist9,elapsed_time(secs)
texture_4000,(0.13227146445826435+0j),(0.11840525179203001+0j),(3.9068882560289233+0j),(3.377103027224493e-07+0j),(0.004+0j),0j,(0.7094995093374808+0j),(0.20767241229764968+0j),(0.8936281998572704+0j),(0.6375257334843177+0j),(1.5031716663179253+0j),(4.566931866582412+0j),,,,,(250+0j),(1.33815790625+0j),(0.6613845708430086+0j),(7.28812111939286+0j),(7.947780619704549+0j),(0.9504394478249999+0j),(0.4876717969074511+0j),(8.645663625000001+0j),(7.745931291827754+0j),(0.123272269328125+0j),(0.6844140014859649+0j),(-0.05873693750000003+0j),(0.5624522284705867+0j),(-2.3695174999999997+0j),(1.4929922497407233+0j),(16+0j),0j,0j,(0.8666666666666667+0j),(4000+0j),0j,(16+0j),(16+0j),,(11.015181125+0j),(7.164276419510719+0j),(1.1386938322927866+0j),(0.46938032637799293+0j),(1.5457026986148978+0j),(1.505688732695221+0j),(1.4797512212667916e-06+0j),(2.193917344853215e-06+0j),(-0.019496020781249984+0j),(0.585868182771148+0j),(1.5031716663179244+0j),(1.277063750103614+0j),2.0,0.7773784560954907,4.884337382713445,4.687143313767169,1.176175445775368,4.116050030339885,1.2764403252138217,4.577735701341668,0.08,0.21,0.28,0.24,0.15,0.01,0.0,0.02,0.0,0.01,0.8199704708485881,0.819716399814495,0.034940539430756375,0.6039504358170156,-0.4980054025684838,4.604254856025637,0.05,0.01,0.07,0.1,0.21,0.24,0.18,0.11,0.01,0.02,1.3741624355316162
texture_32000,(0.08241787818299856+0j),(0.08454457370707823+0j),(4.954196071590139+0j),(2.0174598077274294e-07+0j),(0.0005+0j),0j,(0.7059763889309105+0j),(0.2119944168780508+0j),(0.933494829007557+0j),(0.6890896545913917+0j),(1.5947499550287196+0j),(4.8394745324841795+0j),,,,,(2000+0j),(1.3431924531250001+0j),(0.6772138406391676+0j),(7.993654359672016+0j),(8.510509175173178+0j),(0.9563356553625+0j),(0.49471663681801+0j),(11.64953775+0j),(11.670625363652807+0j),(0.13124132029296876+0j),(0.7069313943368467+0j),(-0.053296125+0j),(0.5694861388619715+0j),(-2.5085789375000003+0j),(1.5284817050376698+0j),(16+0j),0j,0j,(0.8666666666666667+0j),(32000+0j),0j,(16+0j),(16+0j),,(14.1581166875+0j),(11.049106246860891+0j),(1.168261581879016+0j),(0.49521963486572534+0j),(1.5954561188371232+0j),(1.55622870717445+0j),(1.4920378026823528e-06+0j),(2.1641398267549613e-06+0j),(-0.016689691835937465+0j),(0.598432775613425+0j),(1.5947499550287194+0j),(1.3941707183574115+0j),2.0,0.7671654520958187,5.763976798815758,5.669385904725196,1.2459455071978882,7.353878889433447,1.2737964031938631,9.18791010290638,0.0322,0.4473,0.4569,0.0518,0.0088,0.0019,0.0006,0.0004,0.0,0.0001,0.8450852421963029,0.8481501952308148,0.02932773727752956,4.452252439605076,-1.2086738713276926,9.209728790017756,0.0009,0.0013,0.0041,0.0111,0.035,0.1631,0.4829,0.2717,0.0277,0.0022,3.5714573860168457
texture_1000,(0.19317511410467042+0j),(0.15096876540379592+0j),(3.1699070589835783+0j),(5.751759826733407e-06+0j),(0.016+0j),0j,(0.7124505136283079+0j),(0.20219644153174643+0j),(0.890308007105408+0j),(0.7168270095655608+0j),(1.5294426591802766+0j),(4.782803179817326+0j),,,,,(62.5+0j),(1.3442304375+0j),(0.7444041540780815+0j),(5.982377082810167+0j),(7.337003738471161+0j),(0.95357769504375+0j),(0.5269383955713209+0j),(6.142075312499999+0j),(4.874002322396776+0j),(0.10310741187500003+0j),(0.7377932809565392+0j),(-0.0659845+0j),(0.5958712029959159+0j),(-2.1481346875+0j),(1.294159047170412+0j),(16+0j),0j,0j,(0.8666666666666667+0j),(1000+0j),0j,(16+0j),(16+0j),,(8.29021+0j),(4.358454261764783+0j),(1.1283353220875134+0j),(0.5228660097168991+0j),(1.4019330850524154+0j),(1.5104190415877408+0j),(1.509556719777232e-06+0j),(2.49416771411209e-06+0j),(-0.02773391395833333+0j),(0.6241287707921803+0j),(1.5294426591802757+0j),(1.4282469809351603+0j),2.0,0.7180109101430421,3.809393164407755,3.829453924456746,0.6756554936786461,-0.8410473175495321,-0.0009851450243422734,4.589256459641453,0.06,0.11,0.09,0.1,0.13,0.16,0.11,0.1,0.07,0.07,0.7823252644253792,0.7860604998550506,0.033851194685210084,-0.5314791998255535,-0.4875482228889582,4.604226712547929,0.03,0.02,0.12,0.08,0.06,0.14,0.18,0.16,0.14,0.07,1.1412806510925293
texture_2000,(0.16478139382112042+0j),(0.11832416307936328+0j),(3.584956456115238+0j),(1.0798680110113423e-06+0j),(0.008+0j),0j,(0.712536527789158+0j),(0.2079282824843646+0j),(0.9786070504086386+0j),(0.7384372441114213+0j),(1.673086198092108+0j),(5.123904636493766+0j),,,,,(125+0j),(1.3514932499999999+0j),(0.6950171928898234+0j),(6.205109030050519+0j),(6.8742963874143115+0j),(0.9508000439437501+0j),(0.49010017973225634+0j),(7.85842575+0j),(6.729401701777531+0j),(0.15177505334375+0j),(0.7040282951715408+0j),(-0.041809937500000005+0j),(0.5408592669652577+0j),(-2.2655488125000005+0j),(1.3318519744838622+0j),(16+0j),0j,0j,(0.8666666666666667+0j),(2000+0j),0j,(16+0j),(16+0j),,(10.123974562499999+0j),(6.181028138460742+0j),(1.190251035099948+0j),(0.5229543475658132+0j),(1.447771106517573+0j),(1.4813136220436707+0j),(1.7205126579349193e-06+0j),(2.401957051324696e-06+0j),(-0.0025879746874999943+0j),(0.579377148525089+0j),(1.673086198092109+0j),(1.5098751065596812+0j),2.0,0.7784713284280128,4.267258076120818,4.1544907570375225,1.0889939537061042,7.367477870763308,1.8363668166743767,4.575431135889838,0.09,0.3,0.34,0.14,0.09,0.03,0.0,0.0,0.0,0.01,0.7979983084795346,0.8002851106751361,0.0386397814665415,0.9272202069703877,-0.37124436932320337,4.6039890107900945,0.02,0.01,0.07,0.07,0.25,0.25,0.18,0.11,0.03,0.01,1.249098777770996
texture_64000,(0.0553337632931911+0j),(0.04636756795827695+0j),(5.285402074802147+0j),(1.1023652338034299e-07+0j),(0.00025+0j),0j,(0.7043211961264731+0j),(0.21349177298001423+0j),(0.9243661758533754+0j),(0.682826815932273+0j),(1.582752551238109+0j),(4.793345869312447+0j),,,,,(4000+0j),(1.335139984375+0j),(0.6669850905961808+0j),(8.4893404011667+0j),(8.985910147669594+0j),(0.9510256308+0j),(0.4882437079908733+0j),(13.621110250000001+0j),(15.368295535605917+0j),(0.13078777399902344+0j),(0.6963844552529462+0j),(-0.05297028125000003+0j),(0.5606901639361074+0j),(-2.6267161249999997+0j),(1.7150525986676084+0j),(16+0j),0j,0j,(0.8666666666666667+0j),(64000+0j),0j,(16+0j),(16+0j),,(16.247826375000002+0j),(14.729496259530196+0j),(1.1643260157213757+0j),(0.49217609894832715+0j),(1.6223622293056974+0j),(1.564507718209254+0j),(1.517198370063914e-06+0j),(2.2096799030329943e-06+0j),(-0.016918819029947935+0j),(0.5889688646851634+0j),(1.5827525512381078+0j),(1.3809587306315447+0j),2.0,0.7667400386017028,6.22738016277526,6.136498842431562,1.3004111373393643,6.019010524193286,1.096134469997536,9.189200756327685,0.0122,0.1777,0.6077,0.1755,0.0211,0.0036,0.0012,0.0007,0.0002,0.0001,0.8553719078948614,0.8582455428591897,0.02742772326016572,6.704943626949049,-1.4815954720850408,9.2098171867779,0.0003,0.0003,0.0009,0.0036,0.0089,0.0356,0.2317,0.5852,0.1281,0.0054,5.548330307006836
texture_8000,(0.13050395092075703+0j),(0.11237895310096457+0j),(4.247926427227938+0j),(3.306475144124416e-07+0j),(0.002+0j),0j,(0.7036346213702863+0j),(0.2135630918871008+0j),(0.9081205103961002+0j),(0.6721009760129724+0j),(1.5523932887892737+0j),(4.710760067429425+0j),,,,,(500+0j),(1.30938015625+0j),(0.6483230242491963+0j),(7.748268807844761+0j),(8.216526413725449+0j),(0.9372295281562499+0j),(0.47886811323831735+0j),(9.901573374999998+0j),(9.64826362607027+0j),(0.12434461997656246+0j),(0.6948148651339385+0j),(-0.05472653124999999+0j),(0.5637774986484613+0j),(-2.3899608125+0j),(1.4642557657162776+0j),(16+0j),0j,0j,(0.8666666666666667+0j),(8000+0j),0j,(16+0j),(16+0j),,(12.2915341875+0j),(9.050266939229843+0j),(1.1536136618754615+0j),(0.48614818912049107+0j),(1.5968829675354754+0j),(1.5712743332306043+0j),(1.5866853503630006e-06+0j),(2.356298688111175e-06+0j),(-0.021317469270833306+0j),(0.587660644081611+0j),(1.5523932887892733+0j),(1.3524231495334817+0j),2.0,0.7637081748341007,5.638455360427432,5.5381753901348985,1.2564213992121651,6.024829088905138,1.8436371139293644,4.58249320508808,0.18,0.21,0.38,0.14,0.03,0.03,0.01,0.01,0.0,0.01,0.8426806162744778,0.8441124659878362,0.025832324040804416,0.5031813589821068,0.12765843361293494,4.604700681332949,0.04,0.08,0.11,0.15,0.29,0.18,0.08,0.04,0.02,0.01,1.5450856685638428
texture_500,(0.2384380632265657+0j),(0.17259784644018183+0j),(2.8073203201603487+0j),0j,(0.032+0j),0j,(0.7197667565609028+0j),(0.20731796543195802+0j),(1.0176173609760117+0j),(0.6673650065444531+0j),(1.6470482101580812+0j),(5.03202038869874+0j),,,,,(31.25+0j),(1.4287313125+0j),(0.7435637202765897+0j),(3.7830507032471035+0j),(4.681279325815827+0j),(1.0341806803125+0j),(0.558885083980505+0j),(5.541043875+0j),(4.06631439801238+0j),(0.136067080625+0j),(0.7321026824931742+0j),(-0.047728093750000006+0j),(0.6370972173670519+0j),(-2.1935942500000003+0j),(1.3412832481319026+0j),(16+0j),0j,0j,(0.8666666666666667+0j),(500+0j),(2+0j),(16+0j),(16+0j),,(7.734638124999999+0j),(3.6553613515649737+0j),(1.2031712984587988+0j),(0.46121813982603316+0j),(1.246809244857722+0j),(1.2696349172975703+0j),(1.2560230843091215e-06+0j),(2.420996337113883e-06+0j),(-0.0134308860416667+0j),(0.638658651381168+0j),(1.647048210158081+0j),(1.2984122383729797+0j),2.0,0.7337508281975547,3.183446969706872,2.9813437606442927,0.9132650255540566,6.9066000000187815,2.1085039421031992,4.56893284121348,0.21,0.32,0.2,0.17,0.05,0.02,0.01,0.0,0.0,0.02,0.742126117468749,0.7372337218175056,0.04873733205752037,0.04786711373598207,0.263091891093743,4.603021572633232,0.07,0.04,0.13,0.21,0.19,0.14,0.13,0.05,0.02,0.02,1.0743248462677002
texture_67940,(0.07531591537275424+0j),(0.09456177448580039+0j),(5.321928041744876+0j),(4.391155499601254e-08+0j),(0.00023586296361813785+0j),0j,(0.7038132120777886+0j),(0.21387391810785963+0j),(0.9248174324372123+0j),(0.6852569614643718+0j),(1.5856816178476665+0j),(4.801778581254666+0j),,,,,(4239.75+0j),(1.33466175+0j),(0.6685931123314214+0j),(8.52397945580122+0j),(9.038864737027383+0j),(0.95076260829375+0j),(0.4891768912689088+0j),(13.621110250000001+0j),(15.368295535605917+0j),(0.13047492850403913+0j),(0.6985701394491198+0j),(-0.05348837499999999+0j),(0.5617137945140598+0j),(-2.6267161249999997+0j),(1.7150525986676084+0j),(16+0j),0j,0j,(0.8666666666666667+0j),(67836+0j),0j,(16+0j),(16+0j),,(16.247826375000002+0j),(14.729496259530196+0j),(1.1650588944488445+0j),(0.49349841235900194+0j),(1.6269187263165494+0j),(1.5736782778718363+0j),(1.5161566766033515e-06+0j),(2.2085518262117314e-06+0j),(-0.01729697171361358+0j),(0.5904005764955269+0j),(1.5856816178476651+0j),(1.3863108015972367+0j),2.0,0.7661614137332211,6.273764158552631,6.178234561449608,1.3102661731964809,5.381021462514245,0.9842073020132616,9.189058307075344,0.0102,0.1455,0.6005,0.208,0.0294,0.0045,0.001,0.0005,0.0003,0.0001,0.8562133776183779,0.8590968081125592,0.027930182926587468,9.367491701364877,-1.7717127204343934,9.209796734853507,0.0005,0.0005,0.0006,0.0027,0.0077,0.0268,0.1858,0.6146,0.1559,0.0049,5.82690954208374
mnist_196d_70000,(0.050054671366176404+0j),(0.1397418518183246+0j),(2.0284196095168396+0j),(1.9551420687035563+0j),(0.0028+0j),0j,,,(210.52744741457994+0j),(526.0659168515093+0j),(2872.754481233383+0j),(8573.060914963398+0j),0j,0j,0j,0j,(357.14285714285717+0j),(51.83163265306123+0j),(73.09465040152237+0j),(2884.33098179666+0j),(9668.522779609235+0j),(26.07409285714286+0j),(47.22500380112376+0j),(205.73979591836735+0j),(77.25720378300261+0j),(32.937012755102046+0j),(41.15048857032998+0j),(20.489795918367346+0j),(38.9315625426134+0j),0j,0j,(196+0j),(1+0j),0j,(0.012768184196755626+0j),(70000+0j),(9+0j),(196+0j),(137+0j),,(205.73979591836735+0j),(77.25720378300261+0j),(40.106898294831105+0j),(35.64651767209669+0j),(23.13618737677355+0j),(45.40876467717057+0j),(0.03500548245728519+0j),(0.13252565106733552+0j),(24.194954689018463+0j),(39.05166837610642+0j),(2872.754481233379+0j),(3251.315039782298+0j),92.0,0.21580277550919846,11.374541364291241,10.767039431977015,3.8351666244665314,10.750777055854517,1.91739785431869,9.159015807095194,0.4414,0.485,0.0617,0.0084,0.003,0.0003,0.0,0.0001,0.0,0.0001,0.9115938278887858,0.914513762448278,0.02559662966979929,1.4800519744075595,-0.8737505460551643,9.209942691690218,0.0014,0.006,0.0152,0.0369,0.0735,0.215,0.3621,0.2277,0.0576,0.0046,22.70052051544189
colorHisto_500,(0.044588837160545174+0j),(0.04718602309210101+0j),(2.673971430163286+0j),(0.26448804628857714+0j),(0.064+0j),0j,(0.10149041502513442+0j),(0.11191088497055489+0j),(0.00045840989311421324+0j),(0.0007671540689738732+0j),(0.005339224765943501+0j),(0.00787719868748419+0j),0j,0j,0j,0j,(15.625+0j),(0.0331671796875+0j),(0.03918168283845609+0j),(81.62961796486161+0j),(102.09680211524949+0j),(0.012753510525+0j),(0.01743925616678554+0j),(0.5536724375+0j),(0.2179038632741568+0j),(0.0312532466875+0j),(0.028820206153637545+0j),(0.009029625000000001+0j),(0.012431281038495771+0j),0j,0j,(32+0j),0j,0j,(0.01814516129032258+0j),(500+0j),0j,(32+0j),(32+0j),,(0.5536724375+0j),(0.2179038632741568+0j),(0.061338497889546546+0j),(0.04034449643208851+0j),(6.857020632014473+0j),(4.695834231915703+0j),(0.0026776797930387576+0j),(0.0034442217840952713+0j),(0.013139236250000002+0j),(0.016289574655918706+0j),(0.0053392247659434944+0j),(0.006044083775046763+0j),21.0,0.2690037878552157,5.3117247881861225,4.679095500308777,2.7048508602034373,19.738686498621718,3.941477290946332,4.513705880319403,0.6,0.3,0.04,0.03,0.0,0.01,0.01,0.0,0.0,0.01,0.8245825190227436,0.8222495795218989,0.04228478408886525,0.5285469383659676,0.7039698905194375,4.603869245583467,0.09,0.14,0.18,0.25,0.12,0.13,0.02,0.04,0.01,0.02,1.043353796005249
colorHisto_1000,(0.03862508602575332+0j),(0.033123968148171264+0j),(2.9999608310277988+0j),(0.30777424742605713+0j),(0.032+0j),0j,(0.10132543988589474+0j),(0.1021795365363879+0j),(0.0004740923029534109+0j),(0.0007983672451148668+0j),(0.005571384082786662+0j),(0.00822079571402525+0j),0j,0j,0j,0j,(31.25+0j),(0.0318297265625+0j),(0.03714616787459479+0j),(75.31774024776125+0j),(120.75996499937295+0j),(0.011708439684374999+0j),(0.01639890587429355+0j),(0.5675904062499999+0j),(0.22998058355236797+0j),(0.03125324396875+0j),(0.029138183061440334+0j),(0.00831365625+0j),(0.011775162305187476+0j),0j,0j,(32+0j),0j,0j,(0.012096774193548387+0j),(1000+0j),0j,(32+0j),(32+0j),,(0.5675904062499999+0j),(0.22998058355236797+0j),(0.06233585633094493+0j),(0.04171330844520247+0j),(6.543981438082044+0j),(4.552730646844978+0j),(0.002009687094825395+0j),(0.0027171468495836527+0j),(0.012539559479166667+0j),(0.01569816750608594+0j),(0.005571384082786664+0j),(0.006327217673711456+0j),22.0,0.2800575733910585,5.35204103913345,4.720616864363338,2.766753606629486,23.980481248718625,3.950804389138921,4.506539310858344,0.36,0.45,0.13,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.8223908874092943,0.8214160140270184,0.052509604180854194,0.3634699229308573,-0.31081332105617265,4.603113455551219,0.02,0.03,0.05,0.13,0.19,0.21,0.22,0.1,0.04,0.01,1.07460355758667
colorHisto_4000,(0.029621392825747626+0j),(0.04539873021392234+0j),(3.566318504125894+0j),(0.5045918581862334+0j),(0.008+0j),0j,(0.09821172588974632+0j),(0.09680101949291738+0j),(0.00046639880803980355+0j),(0.0007712009962768553+0j),(0.005424248961215997+0j),(0.007825176474141477+0j),0j,0j,0j,0j,(125+0j),(0.03212253125+0j),(0.038055191617165106+0j),(157.85812755747088+0j),(374.551532050675+0j),(0.012068363999999998+0j),(0.017192274029357905+0j),(0.72390590625+0j),(0.204959787725325+0j),(0.0312532731171875+0j),(0.029115667853717053+0j),(0.008509125+0j),(0.012222417606396916+0j),0j,0j,(32+0j),0j,0j,(0.010080645161290322+0j),(4000+0j),0j,(32+0j),(32+0j),,(0.72390590625+0j),(0.204959787725325+0j),(0.06205280943708167+0j),(0.04030461818964268+0j),(7.985878028943971+0j),(7.6641513951039775+0j),(0.0008801370271066992+0j),(0.0011998355545079697+0j),(0.012702259934895833+0j),(0.016260576476380545+0j),(0.005424248961215995+0j),(0.005939598933314407+0j),23.0,0.2771160438673603,6.064492637064482,5.646007560007088,3.733788916571045,42.04300985521197,5.493004949274305,4.480841542957839,0.32,0.57,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.8340772753040597,0.8487109072308197,0.06393149323462531,4.686762387971421,-1.618036998107656,4.602083916383871,0.01,0.0,0.0,0.06,0.02,0.08,0.26,0.39,0.17,0.01,1.2002794742584229
colorHisto_67940,(0.016856083919079654+0j),(0.02146238958890683+0j),(4.651865659536448+0j),(0.7930397915971857+0j),(0.0004710038269060936+0j),0j,(0.09387322988005586+0j),(0.09365612297080242+0j),(0.0004623415956280431+0j),(0.0007682122475832243+0j),(0.005488563569023195+0j),(0.007899484066868852+0j),0j,0j,0j,0j,(2123.125+0j),(0.0317753671875+0j),(0.03724684071317781+0j),(198.3922907518503+0j),(398.944084917033+0j),(0.012040681078125+0j),(0.017095504357705415+0j),(0.90335153125+0j),(0.08082316493590841+0j),(0.031253244958327195+0j),(0.029214340285719502+0j),(0.008516109375+0j),(0.012237605203827585+0j),0j,0j,(32+0j),0j,0j,(0.008064516129032258+0j),(67940+0j),0j,(32+0j),(32+0j),,(0.90335153125+0j),(0.08082316493590841+0j),(0.06251221608778816+0j),(0.04039529079953138+0j),(8.745024156845936+0j),(8.239339080317041+0j),(0.0001717952056764431+0j),(0.00024206432525319239+0j),(0.012648140662563782+0j),(0.01610131402138438+0j),(0.005488563569023191+0j),(0.006059274614312356+0j),23.0,0.2832094702900749,7.227006591622975,7.043461313565084,2.6892748924300576,4.855381571922883,0.992254816975358,9.142350682020801,0.0937,0.447,0.3682,0.0771,0.0109,0.0022,0.0004,0.0,0.0001,0.0004,0.8618758273637399,0.8747333002349691,0.05500458921120212,11.006447638172043,-2.3180978920028066,9.208175694737962,0.0007,0.0001,0.0,0.0021,0.0028,0.0155,0.047,0.1733,0.6055,0.153,8.829345464706423
colorHisto_2000,(0.030460324958544834+0j),(0.037262081728583314+0j),(3.299737400372843+0j),(0.4483532234339513+0j),(0.016+0j),0j,(0.09702002472220471+0j),(0.10137011476220097+0j),(0.0004588371937061638+0j),(0.0007809014445781505+0j),(0.005457302987897778+0j),(0.007957083799567315+0j),0j,0j,0j,0j,(62.5+0j),(0.031932453124999996+0j),(0.038083165788912514+0j),(133.3115352717728+0j),(205.7987089077077+0j),(0.01247834923125+0j),(0.01843578242593683+0j),(0.6714435937500001+0j),(0.20042053517812913+0j),(0.031253243437499995+0j),(0.030127492220659698+0j),(0.00883890625+0j),(0.013234318352260986+0j),0j,0j,(32+0j),0j,0j,(0.016129032258064516+0j),(2000+0j),0j,(32+0j),(32+0j),,(0.6714435937500001+0j),(0.20042053517812913+0j),(0.06168082391890754+0j),(0.041304895575909294+0j),(8.025031846281982+0j),(6.309460957687702+0j),(0.0014262089019574573+0j),(0.0020672602445903055+0j),(0.012960110677083334+0j),(0.017094538353292537+0j),(0.005457302987897774+0j),(0.006091279719203849+0j),22.0,0.28283583429477066,6.151542183910802,5.991550409897988,2.5486700866770224,12.037074533539558,2.359538294688246,4.530149294968973,0.11,0.3,0.37,0.17,0.03,0.01,0.0,0.0,0.0,0.01,0.8433785931922361,0.8558727609613179,0.05095654432850032,0.8895468426648727,-0.8836513082051968,4.603307733857162,0.01,0.0,0.05,0.07,0.09,0.12,0.31,0.25,0.09,0.01,1.1550796031951904
colorHisto_32000,(0.022562850688046792+0j),(0.03195272516712045+0j),(4.376227229095541+0j),(0.7202954553858102+0j),(0.001+0j),0j,(0.09394533443629602+0j),(0.09352521611527918+0j),(0.00046156751261231595+0j),(0.000770351952527839+0j),(0.005492971589183529+0j),(0.007948638888518421+0j),0j,0j,0j,0j,(1000+0j),(0.0318002265625+0j),(0.03725913169177237+0j),(229.3378889150065+0j),(502.5793416894769+0j),(0.01212011600625+0j),(0.01723287850151028+0j),(0.86392028125+0j),(0.11103829873261961+0j),(0.031253243075195315+0j),(0.029299601718879728+0j),(0.008576234375000002+0j),(0.012335590086820758+0j),0j,0j,(32+0j),0j,0j,(0.008064516129032258+0j),(32000+0j),0j,(32+0j),(32+0j),,(0.86392028125+0j),(0.11103829873261961+0j),(0.062298442021386215+0j),(0.04079058349135771+0j),(9.048038392588905+0j),(9.041720377243319+0j),(0.0002691358448738537+0j),(0.00038968542532972524+0j),(0.012681405410156249+0j),(0.01614879478374291+0j),(0.005492971589183525+0j),(0.006116500011145786+0j),23.0,0.2829486364534801,6.704807186315567,6.562508953044367,2.517075348436748,2.6080019547393176,0.7112304712558543,9.13968956898102,0.1219,0.4675,0.3392,0.0617,0.008,0.0012,0.0003,0.0001,0.0,0.0001,0.8515060980184674,0.8662197257279161,0.06131301395699783,8.730188143383781,-2.24449365466879,9.207572665689911,0.0015,0.0008,0.0005,0.0059,0.0087,0.0301,0.0809,0.2485,0.5556,0.0675,4.50092077255249
colorHisto_16000,(0.024520997596317116+0j),(0.03270269819865654+0j),(4.143896375594652+0j),(0.6422422736129906+0j),(0.002+0j),0j,(0.09407897631163643+0j),(0.0946921367067591+0j),(0.00046633859862764556+0j),(0.0007683121522258651+0j),(0.005516652210851693+0j),(0.007838607067580449+0j),0j,0j,0j,0j,(500+0j),(0.031654421875+0j),(0.03704966053490591+0j),(177.6885002360199+0j),(397.96020206542664+0j),(0.011800893693750002+0j),(0.016740230929001555+0j),(0.83578571875+0j),(0.13700496654271319+0j),(0.03125324324609375+0j),(0.028927927379462783+0j),(0.008331390625+0j),(0.011951001659824798+0j),0j,0j,(32+0j),0j,0j,(0.008064516129032258+0j),(16000+0j),0j,(32+0j),(32+0j),,(0.83578571875+0j),(0.13700496654271319+0j),(0.06291919378086581+0j),(0.04010086978147748+0j),(8.3545688691421+0j),(7.762625469018379+0j),(0.00038082828006446516+0j),(0.0005185532223120768+0j),(0.012499795498046876+0j),(0.015844767780514028+0j),(0.005516652210851689+0j),(0.005969341404399939+0j),23.0,0.28104300820553435,6.1452882811316725,6.005985525381107,2.422016690894481,1.8255950143923985,0.7388415478708757,9.13282582552614,0.0906,0.2717,0.3746,0.1905,0.0526,0.0142,0.0035,0.0014,0.0006,0.0003,0.838769729133747,0.8556593919576332,0.06734500262617472,6.005358069464277,-1.998698138120896,9.206904781506733,0.0075,0.0035,0.0037,0.0123,0.0309,0.0628,0.1342,0.3202,0.3809,0.044,2.1313855648040767
colorHisto_8000,(0.025017040831101428+0j),(0.033258184937406024+0j),(3.8472038955144408+0j),(0.5659030383298227+0j),(0.004+0j),0j,(0.09663105125763044+0j),(0.09696304467111226+0j),(0.00046256136876349983+0j),(0.0007706487079001679+0j),(0.0055252228182717834+0j),(0.00797028496987816+0j),0j,0j,0j,0j,(250+0j),(0.0317562578125+0j),(0.03714486588494868+0j),(131.91280596014235+0j),(239.77520321285843+0j),(0.011934582515625+0j),(0.016862877180378724+0j),(0.7654042812499999+0j),(0.17159415960965615+0j),(0.0312532441015625+0j),(0.029147183025930928+0j),(0.008438359375+0j),(0.01207595762597838+0j),0j,0j,(32+0j),0j,0j,(0.008064516129032258+0j),(8000+0j),0j,(32+0j),(32+0j),,(0.7654042812499999+0j),(0.17159415960965615+0j),(0.06256942689344985+0j),(0.040770509727998124+0j),(7.716140314237398+0j),(5.9713552036580975+0j),(0.0005947922606712679+0j),(0.0008251488628750486+0j),(0.012586434134114583+0j),(0.015964417534475504+0j),(0.005525222818271782+0j),(0.006141022729631404+0j),23.0,0.2841837726562261,6.360097672707777,6.346865860139233,2.800504752823686,6.581848226142714,1.6824794388593616,4.514740311804184,0.04,0.19,0.3,0.37,0.04,0.03,0.01,0.01,0.0,0.01,0.8393362814529064,0.8626024813392202,0.08307883497074953,17.687801221341783,-3.524208225112532,4.599432283545708,0.01,0.0,0.0,0.01,0.0,0.01,0.09,0.13,0.6,0.15,1.468146800994873
colorHisto_64000,(0.021840616098371856+0j),(0.029017282477442966+0j),(4.62302617837514+0j),(0.7957581989054661+0j),(0.0005+0j),0j,(0.0938200807900184+0j),(0.09348776426545007+0j),(0.00046188112106547674+0j),(0.000767430858601042+0j),(0.005489103547700637+0j),(0.007906870454266848+0j),0j,0j,0j,0j,(2000+0j),(0.0317822265625+0j),(0.037255218478009104+0j),(202.3298648362229+0j),(409.7753010133589+0j),(0.012054464625+0j),(0.017122062890270025+0j),(0.90335153125+0j),(0.08082316493590841+0j),(0.03125324508447266+0j),(0.02923501522694949+0j),(0.0085256875+0j),(0.012256494154022211+0j),0j,0j,(32+0j),0j,0j,(0.008064516129032258+0j),(64000+0j),0j,(32+0j),(32+0j),,(0.90335153125+0j),(0.08082316493590841+0j),(0.062497799372573604+0j),(0.04042520607849691+0j),(8.786907333688081+0j),(8.33005825281222+0j),(0.00017808788954996497+0j),(0.0002513504277848857+0j),(0.012654863217773437+0j),(0.01611287011349971+0j),(0.005489103547700626+0j),(0.006073178722490792+0j),23.0,0.2832375971181351,7.141695462656977,6.963228561483545,2.6455184839781034,3.861799127911995,0.8861709373823954,9.14264159207541,0.1164,0.5036,0.3217,0.0496,0.0071,0.0009,0.0005,0.0,0.0,0.0002,0.8605470349761195,0.8733861108370589,0.05496712819615976,10.69772283571359,-2.2625535087372266,9.208175087222722,0.001,0.0,0.0001,0.0019,0.0045,0.0138,0.0602,0.1942,0.6047,0.1196,8.511858463287354
